clean_text,stars,sentiment,word_count,char_count,sent_count,avg_word_len,vader_compound,vader_pos,vader_neg,vader_neu,exclamation_count,question_count,exclamation_density,caps_ratio,unique_word_ratio,review_len_extreme
"i like this place cause i used to go here as a kid with my family. i remember liking the crab leg night, but i went back recently on a regular night and it felt kind of sad. the sushi was terrible. i liked the mashed potatoes and the cream sauce chicken, that's about it. the waiters are terribly slow, too!",2,Negative,61,307,5,4.049180327868853,-0.8635,0.105,0.201,0.693,1,0,0.016129032258064516,0.02922077922077922,0.8225806451612904,0
"i was staying next door at the sister hotel, but i wandered all over this hotel. there are beautiful gardens and art works all over the place.",4,Positive,27,142,2,4.296296296296297,0.7469,0.182,0.0,0.818,0,0,0.0,0.027777777777777776,0.8214285714285714,0
i love cirque du soleil. mystere was fantastic show.,5,Positive,9,52,2,4.888888888888889,0.8316,0.565,0.0,0.435,0,0,0.0,0.07547169811320754,0.9,0
"ghost bar is the shizzle! beautiful bar on the 50 somethin floor of the palms resort boasts beautiful views of the city, great music and good drinks. nni think this is a must go bar if you are at the palms. even though, its not as crowded as moons and rain, the bar's large sky dec with bar on either side outside feels uber cool. make sure you look down the glass floor of the deck. mind bogling! don't do it if u afraid of heights though!nnthis place didn't have a lotta danceing going on like moon or rain, but it definitely is a nice place to chill, enjoy the view, the music and the drinks!",4,Positive,116,595,8,4.137931034482759,0.9744,0.211,0.013,0.776,4,0,0.03418803418803419,0.016611295681063124,0.7094017094017094,0
"rooms were spacious, the kitchen functional and well kept with dishes and some cookware. i enjoyed the fireplace. 5 min driving time to the strip which was nice. i'm giving it a 3 star only because our suite was on the street side, if you are the one sleeping on the sofa bed you will not sleep with all the traffic noise. they need to upgrade their windows and possible sound proof the street side suites.",3,Neutral,76,406,5,4.355263157894737,0.8625,0.135,0.0,0.865,0,0,0.0,0.009828009828009828,0.7922077922077922,0
"tea nirvana. 60 page book of awesome teas super-helpful staff who know their stuff plenty of room and comfy seating hurray for personal space! music that isn't distracting when you're workingtalkingreadingetc. fantastic, healthy snack food perfection. i really love this place. the atmosphere, the tea, true - it can be a bit pricy - but i haven't found any place like this in pittsburgh and i believe it's worth it. i never thought i'd find a tea-house in pittsburgh to rival some of the ones i went to in dc but dobra has proved me wrong.",5,Positive,96,540,7,4.635416666666667,0.9369,0.237,0.04,0.723,1,0,0.010309278350515464,0.03776978417266187,0.8144329896907216,0
"they claim to have some of the best burgers in town and surprisingly it was actually a pretty good burger. i ordered the cheeseburger with chili i was told chili made in house and mustard combo that comes with fries and a drink for like 6. the fries were blah crinkle cut fries which were fine and the ice for the drink cup came from a cooler of ice on the counter which seemed odd. nnit's kind of a dingy space next door to an independent pharmacy that they've attempted to give some life with a mural on one wall and some local belmont stuff on another wall. nnoverall, i was a satisfied customer.",3,Neutral,114,599,5,4.2631578947368425,0.93,0.163,0.048,0.789,0,0,0.0,0.008237232289950576,0.6608695652173913,0
"this place is wonderful! excellent customer service and the waxing service is amazing. if you like brazilian, this is the best pain-less experience ever.ni have been going here for months.",5,Positive,30,188,3,5.3,0.9595,0.421,0.0,0.579,1,0,0.03225806451612903,0.02631578947368421,0.8064516129032258,0
you get the cheapest branded stuff!,5,Positive,6,35,1,5.0,0.0,0.0,0.0,1.0,1,0,0.14285714285714285,0.0,0.8571428571428571,0
"the shish cafe is excellent! being a typical small town wisconsin girl, i'm pretty wary of ""new things"". i don't think i've been to a mediterranean restaurant in my life. i was totally unprepared for the deliciousness of shawarma, and the hummus, and the iggie!! honestly, i can't wait to go back.nnalso, i assume it's the dude that runs the place that is especially friendly and showed me the shaker with the yummy spice on the table and he said it was ""his spice"". okay! it's good!nnmy only complaint is that really, the entrees are all priced like 4 too much to warrant going here as much as i'd like.",5,Positive,110,604,7,4.5,0.9763,0.225,0.018,0.757,5,0,0.04504504504504504,0.025806451612903226,0.7477477477477478,0
"my husband and i were looking for a quick drive thru for some mexican food. we drive by this almost daily and decided to try it. nmy husband ordered the breakfast burrito. he stated he liked it...but it was a typical breakfast burrito. i ordered the carne asada platter. the meat was really tough. the rice and beans were standard. there wasn't any guacamole. but the tortillas were really good. nwe thought we were going to be able to go thru the drive thru quickly, however, it took forever! i don't see us going back because we like laurita's on maryland and pebble much better.",2,Negative,105,581,11,4.542857142857143,0.9214,0.123,0.013,0.864,1,0,0.009433962264150943,0.026936026936026935,0.6886792452830188,0
"one of the highlights of our trip to arizona... super weird location, but they have quality beer and that makes me happy.",5,Positive,22,121,1,4.545454545454546,0.7992,0.269,0.048,0.682,0,0,0.0,0.02459016393442623,0.9130434782608695,0
"i had a two-and-a-half-hour layover in charlotte. i wasn't sure what to expect, but i was generally pleasantly surprised.nnalthough there are a lot of food options, the lines are pretty long. i guess that can't be helped, but a lot of the employees--and there seemed to be too many at each store--seemed to be running around but not really doing anything. i didn't really like that all the choices were pretty terrible chains, but what else could i have expected? at least most things seemed clean.nnthe terminals and gates themselves are very clean. because i had so much time, i walked through a lot of the airport. one of my favorite parts about my layover was seeing a us airways plane that was painted with the old psa colors, including the smiley face on the nose. now, i don't particularly like us airways, but that brought back some serious childhood nostalgia, although as i remember psa only flew the planes with the engines on the tail and the wings really far back. oh well.nnthe actual gate employees here were very friendly and helpful. i watched them help a lot of people with questions. in fact, i was shocked at how well they kept the lines moving while still being courteous to bumped and standby passengers.nnmy biggest complaint with this airport is the lack of bathrooms. they have them, but they're spaced pretty far apart, and they're not terribly clean. this contrast with the rest of the airport was pretty noticeable and disappointing.",3,Neutral,252,1461,13,4.801587301587301,0.9907,0.203,0.088,0.709,0,1,0.0,0.02496626180836707,0.616600790513834,0
yogurt is tasty as it should be...employees denied wifi access claiming they did not know password and one of the 2 employees kept flirtingplaying with a patron the whole time we were at the venue.,2,Negative,35,197,1,4.6571428571428575,-0.4404,0.0,0.083,0.917,0,0,0.0,0.005025125628140704,0.9166666666666666,0
my husband and i were excited to try ryu but were sadly disappointed. we opted for sushi not teppanyaki based on the reviews. it was still happy hour so we got four different rolls - none of which were special. nnthe sushi was subpar at best.nn1 star was also for the terrible service. the restaurant was pretty empty and the server was completely inattentive. it was almost a joke.,1,Negative,69,382,6,4.550724637681159,0.4138,0.192,0.161,0.647,0,0,0.0,0.05141388174807198,0.7714285714285715,0
"since the new owners, this place has greatly improved. much better beer selection read craft beer, food quality is better, and atmosphere is improved. no longer just a sports bar. things are a little pricy but the quality if the food justifies the higher prices.ncome check it out.",5,Positive,48,281,4,4.875,0.7146,0.167,0.031,0.801,0,0,0.0,0.017543859649122806,0.8163265306122449,0
"i'm really on the fence between the three and four stars. my friend and i were there at 300pm official check in time and we were told that no rooms were ready except for one that was a smoking room with no view. i hate smoking rooms so that wasn't even an option for me. i booked this room really cheap at 39.00 per night...and i think that they just advertise those prices and once you get there those rooms don't exist or you need to wait three additional hours for it to be cleaned. i think not!!! i just drove 5 hours to get here...i am not waiting three more hours for a 10 minute clean job plus i had tickets to the love show for that evening and i wanted to get ready and relax before the show.nnbut of course for 20.00 more a night you can ""upgrade"" your room and have a view of the strip. i was really unhappy about being backed into a coroner like that but i was tired so i did it. but i still feel that they ripped me off. and of course it was the very last room at the end of the hallway...which i told her i didn't want but she gave it to me anyways! other than that the hotel is well maintained. the rooms are decent...the bed was really nice and comfortable...and i did have a nice view of the strip. nnthe location of this hotel is great and probably the best thing about it. they also have some nice restaurants to choose from, a free volcano show and the dolphintiger habitat. i would probably stay here again but i would just book a nicer room to begin with so i won't be hit up with upgrade charges at the last minute.",3,Neutral,304,1538,14,4.0625,0.9894,0.159,0.048,0.793,4,0,0.013114754098360656,0.0319693094629156,0.5442622950819672,1
"they did a much better job this time. my food came out relatively quick and it was nice and hot. the spicy chicken has good flavor, but for me at least, it's not very spicy. as i said in my tip, they are charging 1.99 for a 16.9 oz bottle of kirklandcostco water that goes for 0.10 per bottle. i'm not against profit and capitalism, but i just can't justify spending that much for this product. nnfor those of you that are going to tell me how much fountain costs in comparison, you are kind of right. while per serving, the syrup and water are cheap, the cost of the fountain machine and the continual upkeep make it more expensive than you think.",3,Neutral,123,648,7,4.276422764227642,0.1756,0.047,0.025,0.928,0,0,0.0,0.016793893129770993,0.7016129032258065,0
i keep going to paradise bakery expected to be impressed or at least enjoy the food more than i do i've had the chicken salad and paradise club. both are eh. i'd rather go to port of subs or jimmy johns. the cookies are good but super sweet -- so much sugar. the soup is kind of gross -- i had the chicken and wild rice and had the texture of soupy jello.nni'll go here if i have to but it's certainly not my first choice. maybe i just need to find something i like here.,3,Neutral,96,471,6,3.9166666666666665,0.9657,0.242,0.041,0.717,0,0,0.0,0.037894736842105266,0.711340206185567,0
"what are you people complaining about??!!!!! this place is awesome and cheap! we stayed here 4 nights and loved it. our room was basic but very clean and quite large. it center strip so all the action is at the doorstep! we asked for a late check out and they gave it to us no problems. the dealertainers in the casino perform and they are really good! there was pink, michael jackson, adam lambert, tina turner, etc. you have to go to fat tuesdays which is located right by the elevators on the ground floor the only bad thing is that the elevators take a while and i didnt have a balcony... but thats not to big of a deal.",4,Positive,120,624,9,4.208333333333333,0.5118,0.111,0.094,0.795,8,2,0.06611570247933884,0.05732484076433121,0.743801652892562,0
"i come to kohls because they actually have good quality stuff, but boy oh boy. shopping at this particular location just makes me angry! nnbut let me start off with some good points. every time i enter this store, i am greeted by one of the cashiers or lp agents. other than that, there is absolutely no customer service and nobody working on the floor. nnwith that being said, it is surprising to see that the front displays and tables are pretty orderly. however, it seems that the deeper you get into the store, the messier it gets, which is aggravating because then it's hard to find anything or to know if a particular product is on promotion. i came in on my last visit to find an outfit for an interview i had the following day and was pressed for time. there was hardly any stock of anything in my size and very little product out period in the section of the store with dressier clothes. racks were disorganized and clothes were all over the place. when i found anything in my size, it wasn't the style i was looking for since the racks were so poorly organized. i really had to dig around to find anything. nnthere was nobody working in the fitting room when i initially entered. upon exit though, there was a girl sorting out the go-backs. i tried to ask her a couple of questions, but she looked stoned and was unable to answer my questions, making my experience even more frustrating. nni only bought a pair of shoes, which is disappointing because i was ready to dish out the money for a nice outfit, but kohl's didn't deliver. i won't be going back to this location.",2,Negative,292,1581,17,4.417808219178082,-0.3444,0.073,0.077,0.85,1,0,0.0034129692832764505,0.01761006289308176,0.6313993174061433,0
"my favorite dessert in orange county has come to be my favorite dessert in az! i was so excited they opened one in arizona, that i came down the weekend shortly after i found out. the ice is amazing, especially my favorite flavor, bada bing cherry. the staff is always super friendly, and the store is clean and has lots and lots of cool things to look at and play with old telephone booth, various bells and whistles",5,Positive,78,417,4,4.358974358974359,0.983,0.321,0.0,0.679,1,0,0.012658227848101266,0.026128266033254157,0.7215189873417721,0
"eh, maybe i'm a tough critic but this place met my standards for a decent ramen joint. i've eaten a lot of ramen from las vegas to so-cal and nor-cal. i've even attempted man vs food's challenge at orochan ramen little tokyo's spiciest biggest ramen bowl. so i know my ramen, and this place was a-ok but i've tried better. nnramen noodle45 i liked the noodles, it was a bit thicker and chewier than most ramen joints i've tried but i didn't like how chewy it was. thicker was a plus but chewy no. nnbroth spicy miso 35 i ordered the spicy miso ramen which was actually not spicy at all. even though the soup turned red after mixing it a bit, but don't let looks fool you. the broth was a bit greasy you could see the oil bubbles this was definitely a turn off. the broth was very light, i felt like the broth was missing something. nnbroth chashu miso 25 the broth was very light and oily. once again i felt like it was missing something, not enough flavor. i barely tasted the miso and everyone knows miso is salty which made the soup not as salty as most soups i've tried.nnchashu 25 the chashu pork, if you know what chashu pork is its really pork belly. that's simmered for about an hour slow cooking so its soft tasty and chewy. the pork belly they used was more pork less fat which was okay but everyone knows the flavor is in the fat. the chashu pork was a bit chewier than most i've tried but also remember it was more meat than fat. my order came with one slice so i ordered extra chashu because i love chashu pork, but i'm not a fan of theirs. nntamago egg 05 remember! the order does not come with a tamago, even if on the menu there's a picture of one. i guess i assumed on the menu the picture was exactly what i was ordering. i usually like 2 tamago's so i ordered 1 extra. not knowing i was ordering just half of an egg. so when i got my miso ramen i was sad to see i only had 1 half of a tamago. the tamago was tasteless! no flavor at all. a real tamago is kepted over night in a soy sauce based sweet sauce. but this was not a tamago. the tamago wasn't even brown! the tamago is my favorite part of my ramen and they totally ruined it.nnalcohol 05 currently they don't have their liquor license which makes it such a tease on the menu because who doesn't love to enjoy a sapporo beer with their ramen. instead i was forced to enjoy my ramen with a glass of water imprinted with the sapporo sticker even more of a teasennservice 25 the waitress and the waiter were super nice but not so much the manager. my boyfriend eats a lot, so he ordered a large which was suppose to have more noodles and more soup but it wasn't enough for him. so we asked and offered to pay for more noodles since he still had a lot of soup left but they said no we would have to buy a whole new bowl which was a big disappointment because at monta my boyfriend always orders more noodles with no problem n nparking 55 the place was dead, when i pulled in there had to be 2 other cars there. they have a small back parking lot which is a plus. nnwait 55 there is no wait! which was awesome because i was hungry when i got there. i was seated quickly",2,Negative,616,3140,36,4.099025974025974,-0.9476,0.08,0.115,0.805,4,0,0.006482982171799027,0.0674827369742624,0.46677471636953,1
"while i'm no expert on chinese culture, i do enjoy the cuisine. the cofco center is an interesting place to visit, and there is no shortage of new dishes to try at the various restaurants. the lao ching hing restaurant was very good, and not difficult to get in and out of during a lunch hour. nnthe asian seafood buffet used to be one of the places my coworkers and i would go when we were really short on time. the food was all right, and there was a decent sushi bar in the middle. however, during our last visit we came back to our table and found a roach waiting for us. inexpensive or not, cleanliness is a big deal.",3,Neutral,121,622,7,4.148760330578512,0.7006,0.089,0.051,0.86,0,0,0.0,0.0304,0.7295081967213115,0
"arrived midweek at 1230pm.... the fact that the pplace was deserted should have been warning enough, but we had faith in the yelp reviews and the sticker on the door from yelp advertising the best carne asada this side of the border. the carne asada burrito was mostly tasteless, and certainly not worth the 8 i was charged for it. drink choices are limited to bottled mexican sodas lemonade or iced tea. complimentary chips and salsas, on the surface, are a nice add, but the store bought corn chips were stale the salsas not very good at all.ni think that ""this side of the border"" refers to the border between them the closest filibertos. honestly, i have had much better carne asada burritos from ralphs rolling snack bar filibertos, for much less money. i would almost bet that the coco's in the same plaza could serve up better carne asada.nthe one redeeming factor was that my friend said his fish taco was very good... otherwise, i would grant zero stars.",1,Negative,170,963,8,4.670588235294118,0.9858,0.197,0.058,0.745,0,0,0.0,0.026530612244897958,0.6900584795321637,0
"they always are excited to see me and my dog. since they gave a small number of employees they stop and want to talk to us, see how we are doing. the only problem is that some times they don't know what's going on in the store. nfor the training staff, kim is amazing. she cares and really wants you and your dog to succeed to be perfectly trained.",5,Positive,69,348,5,4.057971014492754,0.9231,0.231,0.059,0.71,0,0,0.0,0.01694915254237288,0.7714285714285715,0
my brother in law was in the hospital and needed a document notarized. i called about 4 other places before i reached tandy. she was very polite on the phone and available to be at the hospital within 30mins. it was quick and painless. notary is 10 but 20 for traveling. a little steep but when you're desperate...you're desperate. everything was done and she was on her way.,5,Positive,68,375,7,4.529411764705882,-0.2846,0.043,0.045,0.913,0,0,0.0,0.023809523809523808,0.7536231884057971,0
"restaurantni did not have a good experience at all. i went there on a saturday night after watching phantom of the opera. the waiter did not seem to have time for us. he didn't bring the bread as promised. the runners, and waiter didn't have enough time to refill our water glasses. i ordered spaghetti, and didn't expect it to be ""el dente"". i don't like el dente. it should have at least stated that on the menu, unless by default higher end restaurants only serves el dente, then it's my fault for not knowing. i did my part to make it a perfect night for my girl friend and chose lavo restaurant expecting them to do their part to keep it perfect. nni still didn't get my freakin bread after we almost finished our dinner. i see other tables received their bread before or with their entrees. for some, their bread basket might be late late, but at least the bread came for them lol. basically, everyone else got theirs. so what did i do? i asked for the bread, and got it 10 minutes later, after i had one bite left with my dinner. instead of eating it, i just left it sitting there untouched. one of the runner guys asked if i wanted the bread to go, and i just dogged him. i wanted that waiter to know that he fucked up, he wasn't paying attention, and he should learn not to redirect blame to others who are not directly responsible for his table. and to make him and his food runners do the job that they're supposed to do and provide the complimentary bread as they should to all their patrons.nni wouldn't have mind if the waiter acknowledged his oversight. i would have dropped the whole bread ordeal. but he acted dumb, ""oh you didn't get it yet. but i told them to bring it out"". yes, we didn't get it. had you paid attention you would have noticed that a long time ago when you walked past our table a few times before our entru00e9es came out.nni used to wait tables at a high end japanese restaurant, and that line was complete bs.nnoh, the chicken ravioli wasn't bad.nnnightclubnsucked.nni should have stuck with my original plan to dine at tao restaurant and attend tao nightclub. but i've been there many times already and thus, i wanted to try out lavo. big mistake.nnhowever, the palazzo is still one of my favorite hotels to stay at. i'll just never dine or attend lavo restaurantnightclub again.",2,Negative,427,2319,27,4.433255269320843,0.8202,0.066,0.047,0.887,0,1,0.0,0.02858361774744027,0.5467289719626168,1
"service was great, employees where helpful and friendly. burger was average ... the fries were below average at best they were soggy and lacked salt.",3,Neutral,25,149,3,5.0,0.936,0.405,0.0,0.595,0,0,0.0,0.019736842105263157,0.8076923076923077,0
"most unpleasant dinner i've ever had! before ordering i told my waiter that i am allergic to nuts and fruits. he assured me that he had it written down and he will notify all chefs! with that in mind my boyfriend and i ordered the domestic wagyu chef's selection. comes as a 3 course meal. the first two courses were not too bad, everything went downhill when dessert hit the table. every single dessert had nuts and fruits! seriously?! i told my waiter that i am highly allergic. they apologized and told me they will make me something else. 45 minutes later they come back saying i'm sorry our chef's cannot accommodate you! seriously? it takes 45 minutes? not only that, he comes back and tells me he will give me a lousy scoop of ice cream instead. he said ""you paid for it"" might as well eat something. unacceptable, my dinner was 400! if i would have known i wouldn't have chosen the stupid chef's selection! not only that they did not have the courtesy to have the manager come out to tell me anything they can do to help me. ridiculous place. do not go here.",1,Negative,198,1066,20,4.388888888888889,-0.9335,0.073,0.139,0.788,7,3,0.035175879396984924,0.08878504672897196,0.6532663316582915,0
"thank goddess a decent ramenhouse has opened in vegas. i used to live in cali and went for ramen several times a week yes, i am an addict. i'm very picky about the quality of my ramen, and monta, shuseki, ichiza, etc. just don't cut it. personally, i think monta is highly overrated. i gave it at least 5 visits to make sure, and it still does nothing for me. but that's for another review.nnfinally vegas has something that lives up to the better places in california. i would rank it in my top five ramens, having explored san francisco, san mateo, san jose, santa monica and los angeles. nnlike any typical ramenhouse, sora's space is limited. most likely you'll have to wait for a table, and they don't take reservations. your best bets are to come either early or late into the peak dining hours. but please don't go right before closing. if you've ever waited tables, you know how annoying this is, especially when these latecomers assume they can hang out for hours after closing time when all the chairs are put up and floor mopped. and then tip 10. but i digress.nnon opening night, we ordered the fried rice with special sauce, an interesting combination. the special sauce was a thick, opaque cornstarch-ladden concoction, a little salty and tinged with chopped scallions. it somewhat reminded me of the more rural japanese breakfast noodles dipped in ""slime."" if you're not into this type of texture, then steer clear away from the special sauce. overall, it gave an interesting contrast to the savory fried rice and pickled ginger the red slivered kind, not the sweeter sushi kind. nnthe gyoza was decent, nicely crispy bottoms with a chewy skin. but what blew me away was their homemade dipping sauce. i haven't had this good a sauce in so long. it was a perfect balance of soy sauce, sesame oil, vinegar, garlic. i couldn't get enough. nnmy entire table ordered miso, half of us the spicy version. i do agree with other reviewers that the spicy was not very, but it did have that little extra karamiso kick prevalent at some other ramenhouses. no need to supplement with a side of kimchi here which they don't offer on the menu anyway. the broth was succulent, rich and oh-so flavorful with bits of fat dotting the bowl. oftentimes the richer the broth, the less they tend to give you, and ramen sora makes no exception in that. personally i would prefer just another half-to-one more ladle of broth, but what they do serve you will be pretty sufficient for most people.nnone of the highlights of my heaven-in-a-bowl was the chashu. thick cut and hearty, yet so tender it almost disintegrates in your chopsticks -- let alone melt in your mouth. you can tell the pork has been well-cooked for a good length of time, letting the fat render into the succulent meat itself.nnthe noodles are the other highlight. thick, hearty, perfectly-cooked...in a word amazing. ramen sora's noodles are deliciously chewy, making a nice mouthful after mouthful. nnone of the most disappointing things about monta is their style of noodle. admittedly, this is just my opinion, but i do not care for their sliver-thin wimpy noodles. they hold no flavor, and the texture reminds me of oversoaked bean thread.nnthe servers are friendly and attentive, and i'm was quite shocked at how slammed they were on opening day. word of ramen travels fast anywhere you go.nni stopped by after work today to get a couple orders to take home. not surprisingly, i was their very first take-out order. i was amused to watch them explore how to pack their wonderful ramen for travel. unfortunately, because the eggs are only parboiledpartially cooked and are meant to complete cooking when served in broth, they weren't able to supply me with egg. i asked if they could give me a fully-boiled egg, but the chef wasn't able to at this time. no biggie. instead, i opted for extra menma fermented bamboo because i love the flavor and ""chewy"" crunch. i'm sure they'll work out this small detail in the future. nnthe noodles held up well hours later, as well as a stovetop reheating of the broth. the flavors were all there, and at home i can slurp in comfort!nnsome will come to sora and knock it down because they're only familiar with monta. others will become complete converts. whatever your preference, i still highly recommend you give all styles of ramen a try. it is diversity that makes life interesting after all, isn't it?",5,Positive,767,4406,51,4.745762711864407,0.9986,0.162,0.048,0.79,1,1,0.0013020833333333333,0.022247191011235956,0.578125,1
"this is the other location for mccormick and schmick's in charlotte. the southpark location is the original and this uptown location was built later. doesn't really matter, both locations provide great fresh and some local food choices. recently popped in here after work for dinner and had a delicious bowl of shrimp and grits. just the right spice and serving size. the wait staff was great and the atmosphere was quiet and provided a relaxing dinner experience.",4,Positive,77,464,6,5.038961038961039,0.9607,0.221,0.015,0.764,0,0,0.0,0.023404255319148935,0.6923076923076923,0
travis and team were very professional and easy to work with. we had our exterior house painted and are very pleased with the finished product. we will definitely hire gilbert's painting in future for inside work.,5,Positive,36,213,3,4.944444444444445,0.8425,0.215,0.0,0.785,0,0,0.0,0.023148148148148147,0.8648648648648649,0
"absolutely amazing...if you are feeling generous..try ""chef's special"" for 98 or 128. i tried several incredible dishes that i wouldn't have if i had just ordered from the menu. i was taken care of really well..tried 8-9 types of dishes followed by an amazing line-up of dessert. i could hardly walk after eating for 3 hours. amazing experience.",5,Positive,58,345,5,4.9655172413793105,0.9325,0.242,0.0,0.758,0,0,0.0,0.06837606837606838,0.8305084745762712,0
omg!!! one of the best breakfast spots ever!!! our server jess was amazing...and service was great! unfortunately i have no photo to show because the food was sooo good it was gone within a few mins!,4,Positive,36,199,4,4.555555555555555,0.8679,0.269,0.1,0.631,8,0,0.21621621621621623,0.05,0.8648648648648649,0
"not my cup of tea. i've done bikram yoga before, and while i almost despise it, i'll try not to let my bias get in the way of this review. for those who aren't aware, bikram yoga is typically done in 90 minute sessions in 104 degrees with 40 humidity. that's enough to make people sweat, or worse yet, faint before even entering. but if that's what you want and you are aware, there's no reason why a bikram yoga place can't get 5 stars. so here's why i'm giving 2. if people feel dehydrated or suffocated, they shouldn't be pushed to stay. it is not only unsafe but stupid. there should be fair warning for what the class will entail prior to the session for those less knowledgeable. then, as aforementioned, during the session there should be more awareness for health and safety. people should be reminded to stay hydrated and to take a break if they are uncomfortable. the yoga instructor said ""if you are feeling dizzy like you want to faint or throw up, don't worry, it's normal!"" uh no. that's not normal. no where in human medicine is the feeling of wanting to faint or vomit normal. and patrons should be informed of this. if you want to get water, get it. if you want to leave, leave. if you need to stop, stop. don't force yourself to do something totally and completely unnecessary. i was a first timer here and i stayed in the room for the full 90 minutes and attempteddid every single pose. i was complimented profusely. those who left in the middle or had to rest were considered weak. that's not right. just because i stayed doesn't give me more merit, and someone who had the wits to leave when they weren't feeling good shouldn't be mocked. i have had instructors that push you to a certain extent, and don't condone what is unsafe. that's why this place gets 2 stars in my book. nnand now for my bias. if i want a good workout or a good sweating session, there are far better activities that come to mind. 'nuff said.",2,Negative,359,1937,29,4.3983286908078,-0.7032,0.113,0.127,0.76,1,0,0.002777777777777778,0.025680534155110426,0.5777777777777777,1
get the pilgrim. enough said.,5,Positive,5,29,2,5.0,0.0,0.0,0.0,1.0,0,0,0.0,0.06666666666666667,0.8333333333333334,0
well you cant really go wrong at peppermill. all their food is actually pretty on point. i love the sampler appetizer simply bc there chicken quesadilas are really tasty. only reason they dont get 5 star is their prices are too high. but hey it is on the las vegas strip so wat do u expect? complementary honey roasted peanuts in lounge is a plus. but heres my biggest tip. french toast ambrosia. sooooo gooood. love the purple boisenberry i think syrup. loaded with fruit. orgasm in my mouth. probably best french toast dish ive ever had. layout of this restraunts pretty dope as well. looks like whoever designed it was on shrooms. lol. cool place.,4,Positive,116,650,17,4.612068965517241,0.9887,0.268,0.0,0.732,0,1,0.0,0.05819295558958652,0.8290598290598291,0
this place was right under my nose and i have never noticed it!! when i came here on a hot saturday i was in the mood for something sweet. looking on the menu we wanted to try their taro smoothie. the lady at the counter was nice and our drink was made quickly.nn they had a display of donuts to choose from and breakfast sandwiches. our large taro smoothie hit the spot and was filling. their store is open 247 next time i'm in a rush ill have to try their croissant sandwich. thanks arizona donut co!,4,Positive,97,502,7,4.185567010309279,0.7767,0.096,0.028,0.875,3,0,0.030612244897959183,0.027613412228796843,0.7346938775510204,0
"take-out ordered the spicy orange chicken and the kung pao for dinner one night. i asked for the chicken to be extra spicy. got it home and it wasn't so spicy otherwise, the meals were pretty good. rather along the lines of pf changs. nothing to run down the street raving about, but not bad either.",3,Neutral,56,299,5,4.357142857142857,0.7798,0.131,0.0,0.869,0,0,0.0,0.03642384105960265,0.7894736842105263,0
"this place is amazing!!! they have awesome employees and a fantastic owner..! super honest ppl that provide excellent costumer service... oh and the product that they sell is just flat out addicting... absolutely love the caramel apples i always get the one with a bunch of caramel and dark chocolate, the badger paws are to die for... oh oh and the pecan rice crispy it just out of this world... definitely worth the trip... yummy!!!",5,Positive,75,434,6,4.8,0.9863,0.357,0.039,0.604,7,0,0.09210526315789473,0.027586206896551724,0.7368421052631579,0
"i'm telling you right now everyone needs to see this show!nndoesn't matter if you're a fan of michael or not. if you are a cirque fanatic or this is your first time. heck, as long as you still have a pulse, get your butt there!nnnow i am a little biased because yes, i am a michael fan and this was only my 3rd cirque show, aside from zumanity and immortal. if you have seen immortal, immediately wipe that from your mind, because mjone is nothing like it. while immortal is more like a concert, mjone is a story four misfits navigate their way through a wondrous world with michael's music and message as the guide. nni won't give much away but there was definitely some highlights billie jean with guys in light up suits, dirty diana and one naughty dancer, and man in the mirror brought the house down. brilliant. nnthe show does what i thought was impossible interpret michael's music into something so glorious, so wonderful, that it is out of this world. by the time the show ended, everyone was out of their seats and dancing! the man next to me who was in a wheelchair took every once of strength he had to give a standing ovation. another woman was crying saying this is the most fun she's ever had. people left the show singing his songs and smiles on their faces. and at the end of the day isn't that what it's all about?",5,Positive,248,1332,13,4.375,0.9896,0.17,0.049,0.781,3,1,0.012048192771084338,0.033482142857142856,0.6626506024096386,0
"i went to this place with high hopes on my wife's birthday, and we were not disappointed!nnbeing from south-africa originally where we are some of the biggest red meat-eaters in the world i have been craving a good steak for the entire 1 12 years i have been in the usa, and this was the first place where i found one !nni loved the look of the place and the atmosphere and the service was excellent.nnboth our dishes were fantastic. i had the creme brule for dessert, my wife got the billy miner pie and i think that she made the better choice. that must be the best dessert i have tasted in a very long time !",5,Positive,118,611,3,4.186440677966102,0.9689,0.173,0.0,0.827,3,0,0.025210084033613446,0.030694668820678513,0.6638655462184874,0
"great staff, great food, great selection of beers and alcohol. this could very easily become my second home.",5,Positive,18,108,2,5.055555555555555,0.9432,0.517,0.0,0.483,0,0,0.0,0.05504587155963303,0.8421052631578947,0
"very disappointing. when we got there, a couple was walking by and the lady was giving the thumbs down when she passed the restaurant. we asked them why and they said that it was not worth going there. we should have believed her...nni know spanish food and my wife is from spain - and this restaurant was not even seriously trying to be spanish.nnrectangular croquetas so dry that you need the wierd sauce that goes with to eat them? tortilla de patatas which was a thick slice of some potato and egg cake with onions nowhere to be seen?nnone more thing. iruu00f1a is the basque name for the city of pamplona where the bull run takes place in the streets every year, which is in spanish basque country. but when you enter the restaurant, you see a huge mural of the sagrada familia which is in barcelona - in cataluu00f1a, not basque country. somebody had their landmarks mixed up...nnin summary bad food and the ambiance is cold. not at all what you would expect from a so-called basque restaurant. a place to avoid.",1,Negative,183,1018,10,4.5683060109289615,-0.7636,0.032,0.062,0.907,0,2,0.0,0.02516940948693127,0.6630434782608695,0
